Checker,Annotaions,Comments,ReactCount,ReplyCount
,7,"ভিসা, টিকিট ছাড়া ফ্রি’তে আমেরিকা যাওয়ার সুবর্ণ সুযোগ কেউ হাতছাড়া করতে চায় না! আফগানিস্তানেও তাই ঘটেছে। যেখানে ড্যারিয়েন গ্যাপ, বন-জঙ্গল পাড়ি দিয়ে, কয়েক দেশের সীমান্ত পার হয়ে, মৃত্যুভয় উপেক্ষা করে মানুষ আমেরিকা যাচ্ছে উন্নত জীবনের আশায়। সেখানে ফ্রি’তে হলে তো কথাই নেই!",,
,7,এই রকম খবর যদি আমি আগে জানতাম আরো দুই দিন আগে আফগানিস্তান চলে যেতাম আমেরিকা যাওয়ার লাইন ধরার জন্য,,
7,7,আফগানিস্তান ত তাদের ২১ বছর পরে তাদের হারানো স্বাধীনতা পিরে পেয়েছে! বাংলাদেশ কি পারবে তাদের হারানো অধিকার ফিরে আনতে? যদিও বাংলাদেশের কোনদিন তাদের অধিকার ফিরে পায় তাহলে এর থেকেও খারাপ হবে কারণ আফগানিস্তানের শুধু সেখানকার দালালগুলি পালাচ্ছিলো বিমানের চাকা…,,
,7,"সুষ্ঠু নির্বাচন হলে যদি বাংলাদেশ বিমানবন্দরের অবস্থা কাবুল বিমানবন্দরের  মত হয়, তাহলে নিশ্চয় বাংলাদেশ সরকারও হতে হবে তালেবানের মত। আপনি কোনটা চান স্যার ?",1,
,7,"ছবিগুলি দেখে মধ্যমসারির একজন নেতা জানাল যে ওরা এয়ারপোর্ট পর্যন্ত যাওয়ার সুযোগ পাইছে, আমরা মনে হয় তাও পাবনা।",2,2 replies
,7,হক্ক কথা একটু তিতা হলেও স্বাস্থ্যের জন্য ভাল হয়ত কিছু মানুষের চুলকাবে তবে চুলকানোর পর মলম দিলে ঠিক হয়ে যাবে,,
7,7,"নির্বাচন ব্যবস্থাটাই আইন করে বাতিল করে নিলেই তো  হতো, শুধু শুধু রাষ্ট্রের টাকার অপচয় হতো না।",1,
7,7,সুষ্ঠু নির্বাচন হয় নাই কখন?আপনি বার বার সরকার বিরোধী উস্কানিমূলক স্ট্যাটাস দিচ্ছেন।বহিঃ বিশ্ব তো নির্বাচন পর্যবেক্ষন করেছে।তারাও বলেছে নির্বাচন সুষ্ঠু হয়েছে। শুধু আপনার মতো কিছু লোক আছে যারা বলে নির্বাচন সুষ্ঠ হয় নাই।,2,
,7,অন্ধ  জাতির কাছে  আশা  করা  বড়ো  ভুল ।   তারা শুধু  অন্ধের  মতন তাকিয়ে তাকিয়ে  দেখছে  বাংলাদেশে কি হচ্ছে ।,,
,7,মন্ত্রীর বক্তব্য শুনে অনেক হাসি পেয়েছে গতকাল,,1 reply
,7,স্যার আপনার এই পোস্টে কিছু দাজ্জাল লীগ এমন সুন্দর সুন্দর কমেন্ট করছে।যা দেখে তাদের বংশ পরিচয় পাওয়া যায়। হয়ত এরা ক্ষমতার লোভে নিজের মা বাবা কে গালি খাওয়াচ্ছে,,
,7,এর চাইতে খারাপ হইতে পারে। আর গানির মতো টাকার বস্তা নিয়ে যাবে আর বলবে দেশের শান্তি রক্ষার জন্য চলে গেছি।,,
7,7,সেই সুষ্ঠু নির্বাচন বাংলাদেশে আর কোনদিন হবে না যদিও বা হয় কাবুলের পরিস্থিতির সৃষ্টি হবে না কারন বাংলাদেশের সাথে ভারতের দীর্ঘ স্হল,,
,7,"100% হবে, এর চেয়ে আরো ভয়াবহ হবে, তবে ইন্ডিয়া সীমান্তে বেশি হবে",,
7,7,জনগনের রক্ত ঝরিয়ে,,
,7,যদি মনে করে সুষ্ঠু নির্বাচন হবে। তাহলে  নির্বাচনের আগেই পালাবে। কাবুল বিমানবন্দরের পরিস্থিতি হবে না।,,
,7,"হয়তোবা একদিন আসবে এমন দিন আর সময়, তবে ভোট দিতে চাই আর নিজের গণতান্ত্রিক অধিকার ফিরে পেতে চাই",1,2 replies
,7,হাত বাড়ালেই দাদা বাড়ি বিমানবন্দর যাওয়ার কি দরকার?,1,
